ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,ë™íËéûä‘(éûä‘),îNïΩãœíl(ppmC),ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈîNïΩãœíl(ppmC),ÇUÅ`ÇXéûë™íËì˙êî(ì˙),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êîÇÃÇUÅ`ÇXéûë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙),ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êîÇÃÇUÅ`ÇXéûë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄12,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppmC)_ÇSåé,åéïΩãœíl(ppmC)_ÇTåé,åéïΩãœíl(ppmC)_ÇUåé,åéïΩãœíl(ppmC)_ÇVåé,åéïΩãœíl(ppmC)_ÇWåé,åéïΩãœíl(ppmC)_ÇXåé,åéïΩãœíl(ppmC)_10åé,åéïΩãœíl(ppmC)_11åé,åéïΩãœíl(ppmC)_12åé,åéïΩãœíl(ppmC)_ÇPåé,åéïΩãœíl(ppmC)_ÇQåé,åéïΩãœíl(ppmC)_ÇRåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇSåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇTåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇUåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇVåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇWåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇXåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_10åé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_11åé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_12åé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇPåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇQåé,ÇUÅ`ÇXéûÇ…Ç®ÇØÇÈåéïΩãœíl(ppmC)_ÇRåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇSåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇTåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇUåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇVåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇWåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇXåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_10åé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_11åé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_12åé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇPåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇQåé,ÇUÅ`ÇXéûë™íËì˙êî(ì˙)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈çÇíl(ppmC)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇÃç≈í·íl(ppmC)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.20ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_11åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ÇUÅ`ÇXéûÇRéûä‘ïΩãœílÇ™0.31ppmCÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2022,1,07,NMHC,1,27,ëÂç„ï{,Osaka-fu,27215,êQâÆêÏés,Neyagawa-shi,27215010,êQâÆêÏésñèä,Neyagawashiyakusho,1,0,2,è§,580,8612,0.11,0.13,364,0.49,0.02,55,15.1,10,2.7,1,,,,,,711,734,711,731,735,711,735,693,734,728,654,735,0.09,0.1,0.09,0.09,0.09,0.08,0.11,0.19,0.13,0.13,0.13,0.12,0.11,0.12,0.1,0.09,0.1,0.09,0.12,0.19,0.16,0.18,0.15,0.13,30,31,30,31,31,30,31,30,31,31,27,31,0.23,0.29,0.21,0.16,0.21,0.14,0.25,0.44,0.42,0.49,0.26,0.31,0.02,0.02,0.03,0.04,0.04,0.03,0.03,0.06,0.03,0.03,0.03,0.03,1,3,1,0,1,0,1,9,9,13,11,6,0,0,0,0,0,0,0,5,2,3,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,27,ëÂç„ï{,Osaka-fu,27217,èºå¥és,Matsubara-shi,27217510,èºå¥ñkè¨äwçZ,Matsubarakitashougakkou,2,0,2,è§,580,8633,0.12,0.13,365,0.78,0.01,45,12.3,16,4.4,1,,,,,,711,735,709,725,733,711,733,707,735,735,664,735,0.1,0.11,0.09,0.1,0.1,0.09,0.13,0.19,0.12,0.15,0.16,0.14,0.11,0.09,0.09,0.1,0.09,0.09,0.13,0.19,0.15,0.19,0.18,0.13,30,31,30,31,31,30,31,30,31,31,28,31,0.31,0.2,0.19,0.21,0.17,0.15,0.28,0.41,0.37,0.78,0.53,0.34,0.01,0.02,0.02,0.04,0.04,0.03,0.06,0.07,0.02,0.03,0.04,0.04,2,0,0,1,0,0,4,9,7,11,8,3,0,0,0,0,0,0,0,3,3,5,4,1,,,,,,,,,,,,
2022,1,07,NMHC,1,27,ëÂç„ï{,Osaka-fu,27224,ê€í√és,Settsu-shi,27224510,ê€í√ésñèä,Setsutsushiyakusho,2,0,3,èÄçH,580,8414,0.1,0.12,356,0.32,0.03,41,11.5,1,0.3,1,,,,,,700,730,707,559,718,708,735,711,733,736,664,713,0.08,0.09,0.09,0.09,0.1,0.08,0.1,0.14,0.1,0.12,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.08,0.12,0.16,0.12,0.14,0.14,0.13,29,31,30,24,31,30,31,30,31,31,28,30,0.29,0.18,0.26,0.24,0.21,0.16,0.31,0.27,0.22,0.29,0.27,0.32,0.03,0.04,0.04,0.05,0.05,0.04,0.04,0.05,0.03,0.04,0.05,0.05,2,0,1,1,1,0,2,8,4,6,9,7,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
2022,1,07,NMHC,1,27,ëÂç„ï{,Osaka-fu,27225,çÇêŒés,Takaishi-shi,27225510,ÉJÉÇÉhÅ[ÉãÇlÇaÇr,Kamodo-Rumbs,2,0,1,èZ,580,8467,0.16,0.17,364,1.17,0.02,111,30.5,30,8.2,1,,,,,,700,722,691,693,721,697,725,694,723,725,653,723,0.15,0.16,0.15,0.15,0.14,0.15,0.17,0.23,0.12,0.15,0.18,0.19,0.17,0.14,0.16,0.16,0.13,0.17,0.17,0.24,0.14,0.17,0.21,0.21,30,31,30,30,31,30,31,30,31,31,28,31,0.35,0.23,0.33,0.41,0.29,1.17,0.3,0.51,0.41,0.59,0.43,0.44,0.04,0.04,0.03,0.06,0.05,0.07,0.02,0.06,0.02,0.03,0.04,0.08,9,4,7,7,4,5,10,19,9,8,14,15,1,0,1,1,0,2,0,9,1,4,6,5,,,,,,,,,,,,
2022,1,07,NMHC,1,27,ëÂç„ï{,Osaka-fu,27227,ìåëÂç„és,Higashioosaka-shi,27227030,ìåëÂç„ésä¬ã´âqê∂,Higashioosakashikankyoueiseikensasenta,2,0,2,è§,580,8264,0.19,0.24,362,0.89,0,165,45.6,102,28.2,1,,,,,,686,708,682,704,703,680,708,684,705,708,608,688,0.15,0.22,0.15,0.14,0.15,0.12,0.19,0.33,0.2,0.21,0.23,0.22,0.19,0.26,0.19,0.16,0.17,0.12,0.22,0.39,0.27,0.29,0.3,0.32,30,31,30,31,31,30,31,30,30,31,27,30,0.47,0.69,0.51,0.49,0.39,0.28,0.46,0.89,0.63,0.77,0.8,0.81,0,0.08,0.06,0.05,0.05,0.05,0.05,0.07,0.02,0.03,0.03,0.05,13,15,12,6,7,2,14,24,18,19,18,17,3,9,7,3,2,0,9,18,12,13,12,14,,,,,,,,,,,,
2022,1,07,NMHC,1,27,ëÂç„ï{,Osaka-fu,27227,ìåëÂç„és,Higashioosaka-shi,27227040,ìåëÂç„ésêºï€åíÉZ,Higashioosakashinishihokensenta,1,0,2,è§,580,8277,0.2,0.23,362,0.78,0,161,44.5,87,24,1,,,,,,683,708,683,706,708,682,707,686,678,709,639,688,0.16,0.17,0.16,0.15,0.14,0.13,0.19,0.34,0.22,0.24,0.26,0.22,0.21,0.19,0.2,0.16,0.16,0.13,0.21,0.38,0.27,0.28,0.31,0.28,30,31,30,31,31,30,31,30,30,31,28,29,0.43,0.63,0.42,0.47,0.36,0.26,0.47,0.77,0.64,0.72,0.63,0.78,0,0.05,0.05,0.07,0.05,0.05,0.04,0.08,0.06,0.06,0.06,0.06,15,12,12,8,7,2,14,21,18,18,19,15,6,4,6,2,2,0,7,19,9,12,13,7,,,,,,,,,,,,
2022,1,07,NMHC,1,27,ëÂç„ï{,Osaka-fu,27229,élûäìÎés,Shijiyounawate-shi,27229510,çëê›élûäìÎ,Kokusetsushijounawate,2,0,2,è§,580,8607,0.14,0.16,365,0.53,0.03,93,25.5,28,7.7,1,,,,,,708,732,706,723,730,709,731,706,733,734,662,733,0.11,0.13,0.13,0.11,0.11,0.09,0.12,0.18,0.16,0.18,0.17,0.14,0.13,0.14,0.13,0.12,0.12,0.1,0.13,0.24,0.23,0.24,0.21,0.17,30,31,30,31,31,30,31,30,31,31,28,31,0.26,0.35,0.23,0.26,0.21,0.18,0.23,0.47,0.53,0.49,0.39,0.45,0.06,0.05,0.06,0.06,0.05,0.03,0.07,0.09,0.07,0.08,0.07,0.07,3,3,3,2,1,0,2,19,19,20,13,8,0,1,0,0,0,0,0,5,7,9,2,4,,,,,,,,,,,,
2022,1,07,NMHC,1,28,ï∫å…åß,Hyogo-ken,28101,ê_åÀésìåìÂãÊ,Koube-shi Higashinada-ku,28101520,ãõçËé©ìÆé‘,Uozakijidousha,2,0,1,èZ,600,8632,0.11,0.12,361,1.05,0.01,25,6.9,7,1.9,1,,,,,,709,735,708,734,733,710,732,711,733,735,660,732,0.11,0.11,0.09,0.13,0.12,0.09,0.11,0.14,0.09,0.1,0.12,0.12,0.11,0.11,0.09,0.13,0.12,0.09,0.12,0.16,0.13,0.11,0.14,0.11,30,31,30,31,31,29,31,30,30,31,26,31,0.28,0.33,0.3,0.47,0.25,0.16,0.21,1.05,0.85,0.31,0.74,0.32,0.01,0.03,0.04,0.06,0.06,0.05,0.04,0.05,0.03,0.02,0.02,0.01,2,2,1,1,1,0,1,4,4,3,4,2,0,1,0,1,0,0,0,2,1,0,1,1,,,,,,,,,,,,
2022,1,07,NMHC,1,28,ï∫å…åß,Hyogo-ken,28102,ê_åÀésìÂãÊ,Koube-shi Nada-ku,28102040,ìÂïl,Nadahama,1,0,3,èÄçH,600,8631,0.1,0.11,365,0.39,0.01,33,9,2,0.5,1,,,,,,709,734,708,734,733,710,735,707,733,734,659,735,0.11,0.08,0.08,0.1,0.11,0.11,0.11,0.14,0.09,0.1,0.11,0.11,0.11,0.09,0.09,0.11,0.11,0.1,0.13,0.15,0.1,0.12,0.13,0.12,30,31,30,31,31,30,31,30,31,31,28,31,0.23,0.21,0.16,0.19,0.15,0.16,0.25,0.25,0.28,0.39,0.31,0.26,0.01,0.02,0.03,0.05,0.06,0.05,0.04,0.05,0.02,0.02,0.02,0.05,4,1,0,0,0,0,4,5,3,6,4,6,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,28,ï∫å…åß,Hyogo-ken,28105,ê_åÀésï∫å…ãÊ,Koube-shi Hyougo-ku,28105010,ï∫å…ìÏïî,Hyougonanbu,1,0,1,èZ,600,8636,0.07,0.08,362,0.37,0,10,2.8,1,0.3,1,,,,,,708,733,711,736,734,709,734,709,733,734,660,735,0.07,0.07,0.06,0.05,0.04,0.06,0.07,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.07,0.08,0.04,0.06,0.07,0.1,0.08,0.1,0.1,0.1,30,31,30,31,31,29,31,28,31,31,28,31,0.18,0.17,0.19,0.24,0.12,0.1,0.16,0.24,0.2,0.37,0.21,0.27,0.01,0.02,0.02,0.02,0,0.01,0.02,0.02,0.03,0.04,0.03,0.02,0,0,0,1,0,0,0,2,0,1,2,4,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,28,ï∫å…åß,Hyogo-ken,28107,ê_åÀésê{ñÅãÊ,Koube-shi Suma-ku,28107010,ê{ñÅ,Suma,1,0,1,èZ,600,8630,0.07,0.09,364,0.46,0,20,5.5,3,0.8,1,,,,,,711,735,709,733,732,710,734,708,733,732,660,733,0.06,0.06,0.06,0.06,0.08,0.08,0.07,0.09,0.05,0.07,0.08,0.06,0.1,0.09,0.08,0.09,0.1,0.08,0.09,0.1,0.06,0.07,0.09,0.09,30,31,30,31,31,30,31,30,31,31,28,30,0.46,0.31,0.3,0.31,0.38,0.19,0.16,0.2,0.18,0.26,0.23,0.26,0,0.01,0.02,0.03,0.04,0.04,0.03,0.02,0.01,0.01,0.02,0.01,2,3,3,1,2,0,0,0,0,2,4,3,2,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,28,ï∫å…åß,Hyogo-ken,28111,ê_åÀésêºãÊ,Koube-shi Nishi-ku,28108020,êºê_,Seishin,1,0,1,èZ,600,8635,0.07,0.07,361,0.2,0.02,0,0,0,0,1,,,,,,710,734,708,735,735,710,735,710,730,734,663,731,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.06,0.07,0.07,0.08,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.07,0.07,0.08,0.08,0.09,29,30,30,31,31,30,30,30,31,31,28,30,0.09,0.13,0.12,0.09,0.1,0.07,0.1,0.11,0.11,0.18,0.16,0.2,0.02,0.03,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,28,ï∫å…åß,Hyogo-ken,28109,ê_åÀésñkãÊ,Koube-shi Kita-ku,28109010,ìÏå‹ót,Minamigoyou,1,0,1,èZ,600,8597,0.04,0.05,363,0.45,0,6,1.7,1,0.3,1,,,,,,710,693,709,736,733,710,734,711,733,733,663,732,0.03,0.05,0.03,0.04,0.04,0.03,0.03,0.06,0.04,0.05,0.04,0.04,0.04,0.05,0.03,0.04,0.04,0.03,0.05,0.08,0.06,0.09,0.08,0.07,30,31,30,31,30,30,31,30,31,31,27,31,0.08,0.11,0.08,0.09,0.1,0.07,0.15,0.16,0.23,0.45,0.25,0.26,0,0.01,0,0.01,0.01,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,28,ï∫å…åß,Hyogo-ken,28201,ïPòHés,Himeji-shi,28201040,îíïl,Shirahama,1,0,1,èZ,610,4581,0.07,0.12,191,0.41,0,31,16.2,2,1,1,,,,,,521,701,713,738,736,713,459,0,0,0,0,0,0.07,0.03,0.07,0.11,0.09,0.07,0.08,,,,,,0.11,0.09,0.1,0.15,0.14,0.13,0.09,,,,,,22,29,30,31,30,30,19,0,0,0,0,0,0.28,0.41,0.33,0.28,0.3,0.3,0.24,,,,,,0.01,0,0,0.07,0.04,0.04,0.04,,,,,,3,4,2,6,8,7,1,,,,,,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,
2022,1,07,NMHC,1,28,ï∫å…åß,Hyogo-ken,28201,ïPòHés,Himeji-shi,28201380,î™ë„,Yashiro,1,0,1,èZ,610,8280,0.11,0.12,349,0.33,0.04,27,7.7,1,0.3,1,,,,,,613,734,714,738,737,713,736,713,448,737,658,739,0.13,0.1,0.09,0.09,0.08,0.08,0.09,0.12,0.12,0.13,0.13,0.12,0.12,0.1,0.1,0.1,0.09,0.08,0.1,0.15,0.14,0.16,0.16,0.15,26,31,30,31,31,30,31,30,19,31,28,31,0.22,0.18,0.2,0.15,0.17,0.14,0.2,0.24,0.25,0.31,0.27,0.33,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.07,0.05,0.09,0.05,0.04,3,0,0,0,0,0,0,2,2,6,8,6,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,
2022,1,07,NMHC,1,28,ï∫å…åß,Hyogo-ken,28201,ïPòHés,Himeji-shi,28201390,çÅéõ,Koudera,1,0,2,è§,610,8571,0.09,0.11,361,0.47,0,25,6.9,5,1.4,1,,,,,,715,738,714,737,737,714,737,714,661,737,636,731,0.09,0.09,0.09,0.08,0.08,0.07,0.08,0.08,0.09,0.11,0.09,0.12,0.12,0.1,0.1,0.09,0.09,0.06,0.09,0.12,0.12,0.12,0.12,0.17,30,31,30,31,31,30,31,30,28,31,27,31,0.25,0.22,0.16,0.13,0.19,0.13,0.21,0.22,0.28,0.32,0.33,0.47,0.05,0.04,0.05,0.01,0,0,0.02,0.05,0.05,0.04,0.06,0.02,2,1,0,0,0,0,1,1,2,3,4,11,0,0,0,0,0,0,0,0,0,1,2,2,,,,,,,,,,,,
2022,1,07,NMHC,1,28,ï∫å…åß,Hyogo-ken,28201,ïPòHés,Himeji-shi,28201520,ëDèÍé©îr,Senbajihai,2,0,2,è§,610,8476,0.1,0.11,348,0.31,0.01,5,1.4,0,0,1,,,,,,713,737,714,736,717,713,737,713,738,568,653,737,0.09,0.1,0.11,0.1,0.1,0.09,0.09,0.1,0.09,0.11,0.11,0.11,0.09,0.1,0.11,0.11,0.11,0.09,0.09,0.11,0.1,0.14,0.12,0.11,30,30,29,30,30,28,30,28,31,23,28,31,0.15,0.18,0.19,0.15,0.17,0.12,0.16,0.21,0.15,0.31,0.2,0.2,0.01,0.03,0.05,0.07,0.07,0.06,0.05,0.06,0.03,0.07,0.07,0.04,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
2022,1,07,NMHC,1,28,ï∫å…åß,Hyogo-ken,28201,ïPòHés,Himeji-shi,28201530,è¸ñÅé©îr,Shikamajihai,2,0,2,è§,610,8598,0.08,0.09,358,0.47,0.02,9,2.5,3,0.8,1,,,,,,713,736,713,736,738,715,738,714,739,738,586,732,0.07,0.08,0.08,0.09,0.09,0.07,0.07,0.08,0.07,0.08,0.09,0.16,0.07,0.07,0.08,0.09,0.09,0.07,0.07,0.09,0.09,0.09,0.1,0.17,30,31,30,30,30,29,31,29,31,31,25,31,0.13,0.11,0.2,0.12,0.14,0.1,0.15,0.17,0.44,0.16,0.18,0.47,0.02,0.03,0.03,0.05,0.05,0.04,0.03,0.05,0.03,0.04,0.04,0.06,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,2,,,,,,,,,,,,
