ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åß_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ñº_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(ppm),ÇPéûä‘ílÇÃç≈çÇíl(ppm),ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘),ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êîÇÃë™íËéûä‘êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙),ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êîÇÃóLå¯ë™íËì˙êîÇ…ëŒÇ∑ÇÈäÑçá(%),ì˙ïΩãœílÇÃîNä‘98%íl(ppm),98%ílï]âøÇ…ÇÊÇÈì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppm)_ÇSåé,åéïΩãœíl(ppm)_ÇTåé,åéïΩãœíl(ppm)_ÇUåé,åéïΩãœíl(ppm)_ÇVåé,åéïΩãœíl(ppm)_ÇWåé,åéïΩãœíl(ppm)_ÇXåé,åéïΩãœíl(ppm)_10åé,åéïΩãœíl(ppm)_11åé,åéïΩãœíl(ppm)_12åé,åéïΩãœíl(ppm)_ÇPåé,åéïΩãœíl(ppm)_ÇQåé,åéïΩãœíl(ppm)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇRåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.2ppmÇí¥Ç¶ÇΩéûä‘êî(éûä‘)_ÇRåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇSåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇTåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇUåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇVåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇWåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇXåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_10åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_11åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_12åé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇPåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇQåé,ÇPéûä‘ílÇ™0.1ppmà»è„0.2ppmà»â∫ÇÃéûä‘êî(éûä‘)_ÇRåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.06ppmÇí¥Ç¶ÇΩì˙êî(ì˙)_ÇRåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇSåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇTåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇUåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇVåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇWåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇXåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_10åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_11åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_12åé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇPåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇQåé,ì˙ïΩãœílÇ™0.04ppmà»è„0.06ppmà»â∫ÇÃì˙êî(ì˙)_ÇRåé
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33202,ëqï~és,Kurashiki-shi,33202410,ïüìc,Fukuda,1,0,1,èZ,670,361,8640,0.009,0.054,0,0,0,0,0,0,0,0,0.022,0,2,,30,31,26,31,31,30,31,30,31,31,28,31,717,740,642,740,740,716,741,716,740,740,669,739,0.01,0.012,0.01,0.009,0.007,0.006,0.006,0.008,0.009,0.009,0.009,0.013,0.054,0.048,0.051,0.042,0.036,0.029,0.034,0.043,0.037,0.04,0.038,0.05,0.027,0.025,0.023,0.018,0.013,0.012,0.013,0.015,0.02,0.017,0.021,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33202,ëqï~és,Kurashiki-shi,33202420,èØ,Shou,1,0,6,ñ¢,670,365,8713,0.007,0.028,0,0,0,0,0,0,0,0,0.014,0,2,,30,31,30,31,31,30,31,30,31,31,28,31,716,740,717,740,740,716,739,716,741,740,668,740,0.007,0.007,0.006,0.006,0.006,0.006,0.006,0.007,0.007,0.008,0.008,0.01,0.026,0.025,0.022,0.022,0.023,0.019,0.022,0.025,0.025,0.023,0.025,0.028,0.013,0.013,0.012,0.009,0.009,0.009,0.01,0.013,0.014,0.014,0.014,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33202,ëqï~és,Kurashiki-shi,33202520,âwëO,Ekimae,2,0,2,è§,670,317,7666,0.008,0.046,0,0,0,0,0,0,0,0,0.021,0,2,,27,31,28,27,31,30,0,22,31,31,28,31,686,740,700,660,743,716,0,532,740,741,668,740,0.007,0.009,0.007,0.005,0.002,0.002,,0.012,0.012,0.012,0.01,0.013,0.044,0.044,0.023,0.017,0.01,0.007,,0.037,0.037,0.04,0.032,0.046,0.017,0.023,0.012,0.009,0.004,0.003,,0.021,0.021,0.022,0.016,0.024,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33202,ëqï~és,Kurashiki-shi,33202530,ëÂçÇ,Ootaka,2,0,1,èZ,670,364,8703,0.01,0.042,0,0,0,0,0,0,0,0,0.023,0,2,,30,31,30,31,31,30,31,30,31,31,27,31,717,739,716,740,740,716,741,716,740,740,658,740,0.009,0.011,0.008,0.009,0.007,0.007,0.008,0.013,0.013,0.013,0.013,0.015,0.038,0.038,0.035,0.034,0.033,0.032,0.036,0.037,0.037,0.039,0.035,0.042,0.021,0.021,0.014,0.018,0.011,0.013,0.014,0.023,0.023,0.023,0.022,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33202,ëqï~és,Kurashiki-shi,33202810,êºç‚,Nishizaka,2,0,6,ñ¢,670,365,8714,0.012,0.051,0,0,0,0,0,0,0,0,0.025,0,2,,30,31,30,31,31,30,31,30,31,31,28,31,716,740,717,740,740,716,740,716,741,740,668,740,0.012,0.012,0.01,0.009,0.008,0.009,0.01,0.013,0.013,0.013,0.013,0.016,0.049,0.048,0.037,0.031,0.029,0.035,0.041,0.051,0.042,0.041,0.043,0.049,0.023,0.024,0.016,0.014,0.012,0.015,0.017,0.025,0.025,0.024,0.022,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33202,ëqï~és,Kurashiki-shi,33441010,ëDï‰,Funao,1,0,2,è§,1000,360,8655,0.007,0.043,0,0,0,0,0,0,0,0,0.017,0,2,,30,31,30,31,29,27,31,30,31,31,28,31,716,740,717,740,718,678,740,717,740,740,668,741,0.008,0.009,0.006,0.006,0.005,0.004,0.005,0.008,0.009,0.009,0.01,0.01,0.039,0.032,0.028,0.026,0.028,0.02,0.028,0.033,0.034,0.033,0.039,0.043,0.016,0.018,0.012,0.012,0.009,0.008,0.009,0.016,0.019,0.017,0.016,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33202,ëqï~és,Kurashiki-shi,33503010,ê^îı,Mabi,1,0,6,ñ¢,1000,357,8531,0.008,0.031,0,0,0,0,0,0,0,0,0.017,0,2,,30,31,30,31,31,22,31,30,31,31,28,31,716,740,715,740,739,539,740,715,740,740,668,739,0.007,0.008,0.008,0.01,0.014,0.015,0.004,0.005,0.006,0.006,0.006,0.008,0.031,0.028,0.02,0.022,0.026,0.026,0.015,0.023,0.023,0.021,0.02,0.026,0.011,0.015,0.01,0.013,0.019,0.019,0.007,0.011,0.013,0.01,0.011,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33203,í√éRés,Tsuyama-shi,33203020,í√éR,Tsuyama,1,0,1,èZ,1000,361,8624,0.004,0.022,0,0,0,0,0,0,0,0,0.009,0,2,,30,31,28,31,30,30,31,30,31,31,27,31,710,736,684,736,732,711,734,712,737,734,662,736,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.005,0.005,0.005,0.005,0.005,0.011,0.011,0.009,0.008,0.008,0.007,0.015,0.017,0.022,0.016,0.015,0.017,0.005,0.005,0.004,0.005,0.004,0.004,0.007,0.008,0.012,0.008,0.011,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33204,ã ñÏés,Tamano-shi,33204010,ì˙î‰,Hibi,1,0,1,èZ,672,361,8590,0.01,0.064,0,0,0,0,0,0,0,0,0.02,0,2,,30,31,30,31,31,30,31,30,31,31,28,27,713,735,712,737,734,713,737,711,736,733,665,664,0.009,0.011,0.01,0.01,0.008,0.007,0.007,0.01,0.01,0.01,0.009,0.013,0.058,0.064,0.06,0.058,0.032,0.032,0.034,0.034,0.039,0.034,0.036,0.05,0.022,0.02,0.02,0.015,0.013,0.011,0.011,0.017,0.02,0.018,0.015,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33204,ã ñÏés,Tamano-shi,33204020,å¸ì˙î‰ÇPíöñ⁄,Mukaihibi1Choume,1,0,1,èZ,672,363,8630,0.008,0.069,0,0,0,0,0,0,0,0,0.019,0,2,,30,31,30,29,31,30,31,30,31,31,28,31,713,738,711,707,733,711,737,713,736,734,662,735,0.008,0.011,0.009,0.009,0.008,0.007,0.006,0.007,0.009,0.008,0.008,0.012,0.06,0.069,0.045,0.05,0.057,0.035,0.034,0.035,0.042,0.032,0.036,0.049,0.017,0.021,0.02,0.014,0.014,0.014,0.01,0.014,0.018,0.015,0.014,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33204,ã ñÏés,Tamano-shi,33204030,èaêÏ,Shibukawa,1,0,2,è§,672,361,8627,0.009,0.046,0,0,0,0,0,0,0,0,0.018,0,2,,30,31,30,30,31,28,31,30,31,30,28,31,713,735,712,731,735,681,738,712,736,733,665,736,0.009,0.01,0.009,0.009,0.008,0.007,0.006,0.008,0.01,0.009,0.009,0.013,0.046,0.041,0.033,0.034,0.029,0.025,0.026,0.029,0.034,0.031,0.034,0.045,0.015,0.019,0.015,0.014,0.011,0.011,0.01,0.014,0.018,0.017,0.016,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33204,ã ñÏés,Tamano-shi,33204040,âFñÏ,Uno,1,0,2,è§,672,362,8622,0.009,0.051,0,0,0,0,0,0,0,0,0.018,0,2,,30,31,30,31,31,28,31,30,31,30,28,31,710,736,711,733,736,681,736,712,736,732,666,733,0.009,0.01,0.01,0.009,0.008,0.007,0.007,0.009,0.011,0.01,0.009,0.013,0.047,0.046,0.051,0.045,0.042,0.034,0.039,0.034,0.039,0.04,0.034,0.05,0.018,0.02,0.018,0.014,0.014,0.012,0.011,0.015,0.018,0.017,0.015,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33204,ã ñÏés,Tamano-shi,33204090,ópãg,Mochiyoshi,2,0,2,è§,672,189,4482,0.007,0.03,0,0,0,0,0,0,0,0,0.012,0,2,,30,31,30,31,31,30,6,0,0,0,0,0,711,735,712,735,733,712,144,0,0,0,0,0,0.008,0.008,0.007,0.006,0.006,0.006,0.006,,,,,,0.03,0.028,0.02,0.027,0.02,0.019,0.018,,,,,,0.013,0.014,0.009,0.012,0.01,0.011,0.007,,,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33205,ä}â™és,Kasaoka-shi,33205010,éõä‘,Terama,1,0,6,ñ¢,680,362,8627,0.007,0.038,0,0,0,0,0,0,0,0,0.014,0,2,,30,31,30,30,31,28,31,30,31,31,28,31,712,738,712,731,736,684,736,711,736,733,664,734,0.007,0.007,0.006,0.006,0.006,0.006,0.005,0.007,0.01,0.008,0.009,0.01,0.032,0.034,0.03,0.032,0.026,0.026,0.027,0.038,0.031,0.029,0.031,0.038,0.012,0.014,0.011,0.01,0.009,0.01,0.007,0.014,0.017,0.013,0.013,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33205,ä}â™és,Kasaoka-shi,33205020,ñŒïΩ,Mobira,1,0,1,èZ,680,363,8627,0.009,0.048,0,0,0,0,0,0,0,0,0.019,0,2,,30,31,30,29,31,30,31,30,31,31,28,31,713,734,712,706,735,713,733,710,736,735,663,737,0.01,0.009,0.008,0.007,0.006,0.006,0.007,0.01,0.01,0.01,0.01,0.013,0.037,0.041,0.028,0.03,0.025,0.023,0.027,0.029,0.032,0.031,0.037,0.048,0.02,0.017,0.014,0.011,0.01,0.009,0.013,0.015,0.018,0.016,0.018,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33205,ä}â™és,Kasaoka-shi,33205510,ëÂàÈ,Ooiso,2,0,3,èÄçH,680,362,8604,0.011,0.053,0,0,0,0,0,0,0,0,0.022,0,2,,30,31,30,31,31,30,31,27,31,31,28,31,713,737,712,730,737,712,735,661,736,733,662,736,0.011,0.011,0.009,0.008,0.008,0.008,0.008,0.013,0.014,0.014,0.014,0.016,0.031,0.031,0.041,0.022,0.022,0.02,0.024,0.034,0.035,0.037,0.036,0.053,0.021,0.016,0.014,0.013,0.012,0.013,0.013,0.019,0.026,0.021,0.021,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33208,ëçé–és,Soujiya-shi,33208010,ëçé–,Souja,1,0,2,è§,1000,362,8630,0.006,0.036,0,0,0,0,0,0,0,0,0.013,0,2,,30,31,30,30,29,30,31,30,31,31,28,31,714,737,708,733,709,712,735,711,735,737,662,737,0.005,0.006,0.005,0.005,0.004,0.004,0.004,0.006,0.007,0.007,0.007,0.008,0.036,0.033,0.019,0.022,0.019,0.016,0.032,0.026,0.029,0.031,0.027,0.027,0.011,0.015,0.007,0.009,0.009,0.007,0.008,0.011,0.014,0.013,0.011,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33209,çÇó¿és,Takahashi-shi,33209010,çÇó¿,Takahashi,1,0,1,èZ,1000,362,8625,0.003,0.02,0,0,0,0,0,0,0,0,0.008,0,2,,30,31,28,31,31,30,31,30,31,30,28,31,714,735,683,732,734,713,737,712,735,733,662,735,0.003,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.004,0.004,0.004,0.005,0.014,0.016,0.01,0.013,0.01,0.01,0.01,0.014,0.019,0.018,0.02,0.019,0.005,0.008,0.004,0.004,0.005,0.005,0.006,0.008,0.009,0.008,0.011,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,2,33,â™éRåß,Okayama-ken,33210,êVå©és,Niimi-shi,33210010,êVå©,Niimi,1,0,3,èÄçH,1000,355,8465,0.003,0.019,0,0,0,0,0,0,0,0,0.007,0,2,,30,31,30,30,29,30,31,30,31,26,26,31,713,737,712,730,711,712,736,714,734,614,616,736,0.004,0.003,0.003,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.016,0.012,0.012,0.013,0.009,0.01,0.01,0.013,0.019,0.018,0.017,0.018,0.008,0.006,0.008,0.006,0.006,0.007,0.006,0.008,0.009,0.007,0.009,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1,03,NO2,1,33,â™éRåß,Okayama-ken,33211,îıëOés,Bizen-shi,33211030,ï‰òQ,Honami,1,0,2,è§,690,365,8725,0.006,0.035,0,0,0,0,0,0,0,0,0.015,0,1,,30,31,30,31,31,30,31,30,31,31,28,31,714,741,717,740,742,717,740,718,742,742,670,742,0.006,0.006,0.005,0.006,0.005,0.004,0.005,0.008,0.009,0.007,0.007,0.007,0.028,0.021,0.02,0.017,0.02,0.016,0.018,0.028,0.03,0.03,0.031,0.035,0.014,0.011,0.009,0.009,0.008,0.007,0.009,0.014,0.018,0.014,0.015,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
