ë™íËîNìx,çÄñ⁄éÌóﬁÉRÅ[Éh,çÄñ⁄ÉRÅ[Éh_êîéö,çÄñ⁄ÉRÅ[Éh_âpêîéö,ë™íËï˚ñ@ÉRÅ[Éh,ìsìπï{åßÉRÅ[Éh,ìsìπï{åßñº,ìsìπï{åßñº_ÉçÅ[É}éö,ésãÊí¨ë∫ÉRÅ[Éh,ésãÊí¨ë∫ñº,ésãÊí¨ë∫ÉRÅ[Éh_ÉçÅ[É}éö,ë™íËã«ÉRÅ[Éh,ë™íËã«ñº,ë™íËã«ñº_ÉçÅ[É}éö,ë™íËã«ãÊï™ÉRÅ[Éh,ë™íËã«éÌï ÉRÅ[Éh,ópìrínàÊÉRÅ[Éh,ópìrínàÊñº,óﬂï ï\ëÊÇRÇÃãÊï™,óLå¯ë™íËì˙êî(ì˙),ë™íËéûä‘(éûä‘),îNïΩãœíl(ppm),ÇPéûä‘ílÇÃç≈çÇíl(ppm),ì˙ïΩãœílÇÃîNä‘98%íl(ppm),ë™íËï˚ñ@,îNä‘èWåvçÄñ⁄7,îNä‘èWåvçÄñ⁄8,îNä‘èWåvçÄñ⁄9,îNä‘èWåvçÄñ⁄10,îNä‘èWåvçÄñ⁄11,îNä‘èWåvçÄñ⁄12,îNä‘èWåvçÄñ⁄13,îNä‘èWåvçÄñ⁄14,îNä‘èWåvçÄñ⁄15,îNä‘èWåvçÄñ⁄16,óLå¯ë™íËì˙êî(ì˙)_ÇSåé,óLå¯ë™íËì˙êî(ì˙)_ÇTåé,óLå¯ë™íËì˙êî(ì˙)_ÇUåé,óLå¯ë™íËì˙êî(ì˙)_ÇVåé,óLå¯ë™íËì˙êî(ì˙)_ÇWåé,óLå¯ë™íËì˙êî(ì˙)_ÇXåé,óLå¯ë™íËì˙êî(ì˙)_10åé,óLå¯ë™íËì˙êî(ì˙)_11åé,óLå¯ë™íËì˙êî(ì˙)_12åé,óLå¯ë™íËì˙êî(ì˙)_ÇPåé,óLå¯ë™íËì˙êî(ì˙)_ÇQåé,óLå¯ë™íËì˙êî(ì˙)_ÇRåé,ë™íËéûä‘(éûä‘)_ÇSåé,ë™íËéûä‘(éûä‘)_ÇTåé,ë™íËéûä‘(éûä‘)_ÇUåé,ë™íËéûä‘(éûä‘)_ÇVåé,ë™íËéûä‘(éûä‘)_ÇWåé,ë™íËéûä‘(éûä‘)_ÇXåé,ë™íËéûä‘(éûä‘)_10åé,ë™íËéûä‘(éûä‘)_11åé,ë™íËéûä‘(éûä‘)_12åé,ë™íËéûä‘(éûä‘)_ÇPåé,ë™íËéûä‘(éûä‘)_ÇQåé,ë™íËéûä‘(éûä‘)_ÇRåé,åéïΩãœíl(ppm)_ÇSåé,åéïΩãœíl(ppm)_ÇTåé,åéïΩãœíl(ppm)_ÇUåé,åéïΩãœíl(ppm)_ÇVåé,åéïΩãœíl(ppm)_ÇWåé,åéïΩãœíl(ppm)_ÇXåé,åéïΩãœíl(ppm)_10åé,åéïΩãœíl(ppm)_11åé,åéïΩãœíl(ppm)_12åé,åéïΩãœíl(ppm)_ÇPåé,åéïΩãœíl(ppm)_ÇQåé,åéïΩãœíl(ppm)_ÇRåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇSåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇTåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇUåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇVåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇWåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇXåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_10åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_11åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_12åé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇPåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇQåé,ÇPéûä‘ílÇÃç≈çÇíl(ppm)_ÇRåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇSåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇTåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇUåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇVåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇWåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇXåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_10åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_11åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_12åé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇPåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇQåé,ì˙ïΩãœílÇÃç≈çÇíl(ppm)_ÇRåé,åéä‘èWåvçÄñ⁄6_ÇSåé,åéä‘èWåvçÄñ⁄6_ÇTåé,åéä‘èWåvçÄñ⁄6_ÇUåé,åéä‘èWåvçÄñ⁄6_ÇVåé,åéä‘èWåvçÄñ⁄6_ÇWåé,åéä‘èWåvçÄñ⁄6_ÇXåé,åéä‘èWåvçÄñ⁄6_10,åéä‘èWåvçÄñ⁄6_11åé,åéä‘èWåvçÄñ⁄6_12åé,åéä‘èWåvçÄñ⁄6_ÇPåé,åéä‘èWåvçÄñ⁄6_ÇQåé,åéä‘èWåvçÄñ⁄6_ÇRåé,åéä‘èWåvçÄñ⁄7_ÇSåé,åéä‘èWåvçÄñ⁄7_ÇTåé,åéä‘èWåvçÄñ⁄7_ÇUåé,åéä‘èWåvçÄñ⁄7_ÇVåé,åéä‘èWåvçÄñ⁄7_ÇWåé,åéä‘èWåvçÄñ⁄7_ÇXåé,åéä‘èWåvçÄñ⁄7_10åé,åéä‘èWåvçÄñ⁄7_11åé,åéä‘èWåvçÄñ⁄7_12åé,åéä‘èWåvçÄñ⁄7_ÇPåé,åéä‘èWåvçÄñ⁄7_ÇQåé,åéä‘èWåvçÄñ⁄7_ÇRåé,åéä‘èWåvçÄñ⁄8_ÇSåé,åéä‘èWåvçÄñ⁄8_ÇTåé,åéä‘èWåvçÄñ⁄8_ÇUåé,åéä‘èWåvçÄñ⁄8_ÇVåé,åéä‘èWåvçÄñ⁄8_ÇWåé,åéä‘èWåvçÄñ⁄8_ÇXåé,åéä‘èWåvçÄñ⁄8_10åé,åéä‘èWåvçÄñ⁄8_11åé,åéä‘èWåvçÄñ⁄8_12åé,åéä‘èWåvçÄñ⁄8_ÇPåé,åéä‘èWåvçÄñ⁄8_ÇQåé,åéä‘èWåvçÄñ⁄8_ÇRåé,åéä‘èWåvçÄñ⁄9_ÇSåé,åéä‘èWåvçÄñ⁄9_ÇTåé,åéä‘èWåvçÄñ⁄9_ÇUåé,åéä‘èWåvçÄñ⁄9_ÇVåé,åéä‘èWåvçÄñ⁄9_ÇWåé,åéä‘èWåvçÄñ⁄9_ÇXåé,åéä‘èWåvçÄñ⁄9_10åé,åéä‘èWåvçÄñ⁄9_11åé,åéä‘èWåvçÄñ⁄9_12åé,åéä‘èWåvçÄñ⁄9_ÇPåé,åéä‘èWåvçÄñ⁄9_ÇQåé,åéä‘èWåvçÄñ⁄9_ÇRåé
2021,1,02,NO,2,28,ï∫å…åß,Hyogo-ken,28223,íOîgés,Tanba-shi,28641010,îêå¥,Kaibara,1,0,6,ñ¢,1000,362,8677,0.001,0.032,0.005,2,,,,,,,,,,,30,31,30,29,31,30,30,30,31,31,28,31,718,742,718,711,739,716,734,716,740,735,668,740,0,0.001,0,0.001,0.001,0,0.001,0.001,0.001,0.002,0.002,0,0.004,0.008,0.004,0.004,0.004,0.002,0.012,0.022,0.023,0.03,0.032,0.008,0.001,0.004,0.001,0.001,0.001,0.001,0.003,0.003,0.004,0.01,0.007,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,28,ï∫å…åß,Hyogo-ken,28229,ÇΩÇ¬ÇÃés,Tatsuno-shi,28211010,ésñèä,Tatsunoshiyakusho,1,0,1,èZ,620,299,7149,0.001,0.059,0.003,2,,,,,,,,,,,0,0,27,31,31,30,29,30,31,31,28,31,0,0,644,739,740,713,712,716,739,740,666,740,,,0.001,0.001,0.002,0,0,0.001,0.001,0.001,0.001,0.001,,,0.059,0.017,0.013,0.006,0.007,0.018,0.016,0.019,0.011,0.011,,,0.008,0.004,0.003,0.001,0.001,0.003,0.003,0.002,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,28,ï∫å…åß,Hyogo-ken,28381,àÓî¸í¨,Inami-cho,28381010,í¨ñèÍ,Inamichouyakuba,1,0,1,èZ,610,360,8572,0.002,0.04,0.006,2,,,,,,,,,,,30,31,30,28,31,30,31,30,30,31,27,31,711,735,709,681,735,709,733,711,726,735,656,731,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.016,0.023,0.011,0.023,0.022,0.01,0.012,0.019,0.039,0.04,0.031,0.024,0.004,0.003,0.002,0.008,0.005,0.002,0.003,0.003,0.008,0.008,0.007,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,28,ï∫å…åß,Hyogo-ken,28382,îdñÅí¨,Harima-cho,28382010,í¨ñèÍ,Harimachouyakuba,1,0,1,èZ,610,349,8380,0.003,0.04,0.007,2,,,,,,,,,,,30,31,28,31,26,30,23,30,31,31,27,31,715,740,688,737,632,715,561,716,739,740,658,739,0.002,0.003,0.002,0.003,0.002,0.002,0.003,0.003,0.004,0.003,0.002,0.002,0.019,0.029,0.04,0.032,0.033,0.013,0.021,0.023,0.04,0.036,0.03,0.033,0.004,0.007,0.006,0.007,0.007,0.003,0.004,0.005,0.01,0.007,0.007,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,28,ï∫å…åß,Hyogo-ken,28382,îdñÅí¨,Harima-cho,28382020,ã{êº,Miyanishi,1,0,1,èZ,610,348,8365,0.002,0.055,0.007,2,,,,,,,,,,,30,31,30,30,18,30,31,30,31,28,28,31,719,738,714,731,449,714,739,715,738,705,667,736,0.002,0.002,0.002,0.003,0.002,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.044,0.055,0.04,0.029,0.028,0.025,0.013,0.038,0.03,0.038,0.027,0.031,0.004,0.008,0.005,0.007,0.005,0.007,0.004,0.008,0.008,0.008,0.007,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,28,ï∫å…åß,Hyogo-ken,28464,ëæéqí¨,Taishi-cho,28464010,í¨ñèÍ,Taishichouyakuba,1,0,2,è§,610,362,8664,0.004,0.325,0.013,2,,,,,,,,,,,30,31,30,31,31,30,29,30,31,30,28,31,716,738,716,740,739,716,711,715,740,725,668,740,0.002,0.002,0.003,0.005,0.007,0.005,0.003,0.002,0.005,0.006,0.004,0.004,0.028,0.017,0.017,0.066,0.325,0.068,0.022,0.067,0.14,0.124,0.086,0.09,0.004,0.008,0.007,0.012,0.05,0.013,0.008,0.011,0.015,0.021,0.014,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,29,ìﬁó«åß,Nara-ken,29201,ìﬁó«és,Nara-shi,29201020,êºïî,Seibu,1,0,1,èZ,1000,358,8561,0.001,0.024,0.003,2,,,,,,,,,,,30,31,28,31,27,30,31,30,30,31,28,31,714,736,683,738,654,712,738,713,733,738,666,736,0,0.001,0,0,0,0,0,0.001,0.002,0.001,0.001,0.001,0.005,0.008,0.003,0.007,0.005,0.003,0.007,0.021,0.024,0.019,0.011,0.016,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.002,0.005,0.005,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,29,ìﬁó«åß,Nara-ken,29201,ìﬁó«és,Nara-shi,29201030,éÈêù,Suzaku,1,0,1,èZ,1000,361,8642,0.001,0.034,0.004,2,,,,,,,,,,,30,31,28,31,31,30,31,30,29,31,28,31,711,738,684,737,738,712,737,714,730,738,666,737,0,0.001,0,0.001,0.001,0,0.001,0.001,0.002,0.002,0.001,0.001,0.007,0.006,0.004,0.012,0.012,0.003,0.02,0.025,0.03,0.034,0.033,0.017,0.001,0.001,0.001,0.003,0.003,0.001,0.004,0.004,0.007,0.006,0.004,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,1,29,ìﬁó«åß,Nara-ken,29201,ìﬁó«és,Nara-shi,29201060,îÚíπ,Asuka,1,0,1,èZ,1000,361,8690,0.003,0.051,0.007,1,,,,,,,,,,,30,31,29,31,31,30,31,30,30,29,28,31,718,742,712,742,742,717,742,718,738,707,670,742,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.003,0.004,0.003,0.003,0.002,0.011,0.012,0.016,0.02,0.011,0.019,0.014,0.032,0.051,0.04,0.028,0.029,0.005,0.005,0.006,0.007,0.005,0.008,0.005,0.009,0.009,0.01,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,29,ìﬁó«åß,Nara-ken,29201,ìﬁó«és,Nara-shi,29201530,Å¶é©îrîêñÿ,Jihaikashiwagi,2,1,2,è§,1000,363,8643,0.005,0.095,0.018,2,,,,,,,,,,,30,31,28,31,31,30,31,30,31,31,28,31,712,738,681,736,738,712,738,714,734,737,666,737,0.003,0.002,0.002,0.004,0.005,0.003,0.005,0.007,0.008,0.008,0.008,0.005,0.052,0.03,0.024,0.033,0.036,0.025,0.047,0.069,0.088,0.091,0.095,0.066,0.008,0.005,0.005,0.009,0.01,0.005,0.011,0.019,0.021,0.018,0.021,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,29,ìﬁó«åß,Nara-ken,29202,ëÂòaçÇìcés,Yamatotakada-shi,29202010,çÇìc,Takada,1,0,2,è§,1000,331,7978,0.001,0.025,0.003,2,,,,,,,,,,,30,31,15,31,31,29,27,19,31,31,28,28,709,737,390,735,737,706,660,487,731,738,664,684,0,0,0.001,0.001,0,0.001,0,0.001,0.001,0.001,0.001,0.002,0.006,0.006,0.004,0.006,0.004,0.005,0.006,0.02,0.023,0.025,0.017,0.012,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.003,0.004,0.004,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,29,ìﬁó«åß,Nara-ken,29204,ìVóùés,Tenri-shi,29204010,ìVóù,Tenri,1,0,6,ñ¢,1000,359,8605,0.001,0.035,0.004,2,,,,,,,,,,,30,31,29,31,31,27,29,30,31,31,28,31,713,737,707,736,735,678,716,707,734,735,667,740,0,0,0,0.001,0.001,0,0.001,0.001,0.002,0.001,0.001,0.001,0.017,0.009,0.005,0.025,0.025,0.006,0.013,0.028,0.035,0.023,0.02,0.016,0.001,0.002,0.001,0.003,0.002,0.001,0.001,0.004,0.008,0.004,0.004,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,29,ìﬁó«åß,Nara-ken,29205,äÄå¥és,Kashihara-shi,29205510,é©îräÄå¥,Jihaikashihara,2,0,2,è§,1000,362,8629,0.003,0.058,0.007,2,,,,,,,,,,,30,31,28,30,31,30,31,30,31,31,28,31,711,738,684,726,737,711,737,713,732,738,666,736,0.002,0.001,0.002,0.003,0.002,0.002,0.002,0.003,0.004,0.004,0.003,0.003,0.011,0.013,0.011,0.032,0.019,0.022,0.013,0.029,0.058,0.031,0.027,0.026,0.003,0.004,0.003,0.006,0.006,0.005,0.005,0.006,0.009,0.009,0.006,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,29,ìﬁó«åß,Nara-ken,29206,ç˜à‰és,Sakurai-shi,29206010,ç˜à‰,Sakurai,1,0,2,è§,1000,363,8647,0.001,0.044,0.005,2,,,,,,,,,,,30,31,28,31,31,30,31,30,31,31,28,31,712,737,695,735,737,710,737,713,734,735,666,736,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.008,0.009,0.007,0.01,0.012,0.008,0.01,0.023,0.044,0.042,0.018,0.013,0.002,0.003,0.002,0.002,0.003,0.002,0.002,0.006,0.007,0.005,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,1,29,ìﬁó«åß,Nara-ken,29208,å‰èäés,Gose-shi,29208010,å‰èä,Gose,1,0,2,è§,1000,363,8711,0.001,0.029,0.004,1,,,,,,,,,,,30,31,29,31,31,30,31,29,31,31,28,31,718,742,710,741,739,718,741,712,740,740,669,741,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.002,0.006,0.006,0.006,0.007,0.009,0.011,0.02,0.029,0.023,0.027,0.021,0.02,0.002,0.002,0.001,0.002,0.003,0.002,0.003,0.006,0.005,0.005,0.003,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,29,ìﬁó«åß,Nara-ken,29209,ê∂ãÓés,Ikoma-shi,29209010,ê∂ãÓ,Ikoma,1,0,2,è§,1000,360,8623,0.002,0.063,0.007,2,,,,,,,,,,,28,31,30,31,31,30,30,30,31,31,27,30,697,738,712,735,737,713,732,712,735,737,652,723,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.003,0.002,0.002,0.001,0.011,0.063,0.011,0.016,0.017,0.009,0.013,0.039,0.043,0.033,0.037,0.012,0.002,0.01,0.001,0.003,0.004,0.002,0.004,0.007,0.011,0.009,0.004,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,29,ìﬁó«åß,Nara-ken,29425,â§éõí¨,Ouji-cho,29425010,â§éõ,Ouji,1,0,1,èZ,1000,363,8629,0.002,0.097,0.006,2,,,,,,,,,,,30,31,28,31,31,30,31,30,31,31,28,31,711,737,680,737,737,710,735,712,732,737,666,735,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.004,0.003,0.002,0.012,0.016,0.016,0.014,0.015,0.011,0.017,0.06,0.047,0.055,0.097,0.023,0.002,0.003,0.003,0.004,0.003,0.002,0.003,0.006,0.009,0.012,0.009,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,29,ìﬁó«åß,Nara-ken,29451,è„ñkéRë∫,Kamikitayama-mura,29451010,Å¶ëÂë‰,Oodai,9,1,9,ÇªÇÃëº,1000,289,6917,0,0.002,0,2,,,,,,,,,,,0,0,16,31,30,30,31,30,31,31,28,31,0,0,390,739,734,716,738,713,740,739,668,740,,,0,0,0,0,0,0,0,0,0,0,,,0,0.001,0.001,0.002,0,0,0.001,0.001,0.001,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,30,òaâÃéRåß,Wakayama-ken,30201,òaâÃéRés,Wakayama-shi,30201020,âqê∂å§ãÜèä,Eiseikenkyuusho,1,0,1,èZ,640,320,7655,0.001,0.026,0.005,2,,,,,,,,,,,0,18,30,31,31,30,31,30,31,29,28,31,0,438,715,740,736,715,740,715,738,711,668,739,,0.002,0.001,0.003,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.014,0.016,0.022,0.026,0.01,0.012,0.013,0.013,0.014,0.014,0.022,,0.005,0.003,0.006,0.012,0.001,0.002,0.003,0.003,0.002,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,30,òaâÃéRåß,Wakayama-ken,30201,òaâÃéRés,Wakayama-shi,30201040,íÜîVìáè¨äwçZ,Nakanoshimashougakkou,1,0,1,èZ,640,363,8672,0.001,0.022,0.002,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,29,28,31,716,738,715,740,739,715,740,715,738,709,668,739,0.001,0,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0.001,0.001,0.01,0.006,0.005,0.018,0.016,0.009,0.005,0.01,0.022,0.021,0.011,0.007,0.002,0.001,0.001,0.004,0.004,0.001,0.001,0.002,0.003,0.003,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,30,òaâÃéRåß,Wakayama-ken,30201,òaâÃéRés,Wakayama-shi,30201050,ä¬âqå§,Kanneiken,1,0,1,èZ,640,365,8732,0.001,0.026,0.003,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,719,742,718,742,742,718,741,717,741,742,668,742,0,0,0.001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.01,0.008,0.008,0.016,0.026,0.007,0.004,0.009,0.019,0.018,0.015,0.011,0.001,0.001,0.001,0.004,0.005,0.001,0.001,0.001,0.003,0.003,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,30,òaâÃéRåß,Wakayama-ken,30201,òaâÃéRés,Wakayama-shi,30201110,ñæòaíÜäwçZ,Meiwachuugakkou,1,0,1,èZ,640,363,8675,0.001,0.023,0.002,2,,,,,,,,,,,30,31,30,31,29,30,31,30,31,31,28,31,716,739,715,740,709,715,740,716,738,740,668,739,0,0,0,0.001,0.001,0,0,0,0.001,0.001,0.001,0.001,0.007,0.007,0.023,0.016,0.013,0.004,0.003,0.011,0.02,0.014,0.012,0.009,0.001,0.001,0.003,0.003,0.002,0.001,0.001,0.001,0.003,0.002,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,30,òaâÃéRåß,Wakayama-ken,30201,òaâÃéRés,Wakayama-shi,30201130,è¨ëqè¨äwçZ,Ogurashougakkou,1,0,6,ñ¢,640,363,8670,0,0.022,0.001,2,,,,,,,,,,,30,31,30,29,31,30,31,30,31,31,28,31,716,737,715,709,740,715,740,716,735,740,668,739,0,0,0,0.001,0,0,0,0,0,0,0,0,0.001,0.001,0.005,0.007,0.004,0.002,0.002,0.006,0.022,0.008,0.01,0.005,0,0.001,0.001,0.002,0.001,0,0.001,0.001,0.003,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,30,òaâÃéRåß,Wakayama-ken,30201,òaâÃéRés,Wakayama-shi,30201250,ê¥ñæóæ,Seimeiryou,1,0,1,èZ,640,346,8276,0,0.013,0.001,2,,,,,,,,,,,30,31,30,14,29,30,31,30,31,31,28,31,716,739,715,344,709,715,740,716,735,740,668,739,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0.002,0.004,0.005,0.011,0.012,0.002,0.002,0.004,0.013,0.009,0.003,0.007,0,0.001,0.001,0.002,0.003,0.001,0,0,0.002,0.001,0,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,30,òaâÃéRåß,Wakayama-ken,30201,òaâÃéRés,Wakayama-shi,30201270,ésóßòaâÃéRçÇçZ,Shiritsuwakayamakoukou,1,0,1,èZ,640,356,8557,0.001,0.021,0.003,2,,,,,,,,,,,30,31,30,31,29,30,31,30,31,31,21,31,716,739,719,743,712,719,742,718,742,743,525,739,0.001,0,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.014,0.005,0.005,0.01,0.018,0.007,0.007,0.015,0.02,0.021,0.016,0.012,0.001,0.001,0.001,0.002,0.004,0.001,0.001,0.002,0.003,0.003,0.002,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,30,òaâÃéRåß,Wakayama-ken,30202,äCìÏés,Kainan-shi,30202140,ì˙ï˚è¨äwçZ,Hikatashougakkou,1,0,1,èZ,640,365,8731,0,0.021,0.001,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,718,742,718,741,742,718,740,718,742,739,671,742,0,0,0,0.001,0.001,0,0,0,0.001,0.001,0,0.001,0.011,0.016,0.01,0.012,0.021,0.01,0.003,0.013,0.012,0.006,0.009,0.01,0.001,0.002,0.001,0.002,0.002,0.001,0,0.001,0.002,0.001,0.001,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,30,òaâÃéRåß,Wakayama-ken,30202,äCìÏés,Kainan-shi,30202180,è¡ñhìåèoí£èä,Shoubouhigashishucchoushyo,1,0,6,ñ¢,640,364,8696,0.001,0.009,0.001,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,30,28,31,715,740,715,739,739,715,740,716,738,732,668,739,0,0,0,0.001,0.001,0,0,0.001,0.001,0.001,0.001,0,0.003,0.003,0.003,0.007,0.004,0.003,0.004,0.007,0.009,0.007,0.008,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,2,30,òaâÃéRåß,Wakayama-ken,30202,äCìÏés,Kainan-shi,30301030,â¡ñŒãΩ,Kamogou,1,0,6,ñ¢,640,365,8734,0,0.02,0.002,2,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,28,31,718,742,718,742,742,718,741,716,742,742,670,743,0,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0.001,0.005,0.011,0.005,0.015,0.02,0.006,0.005,0.014,0.02,0.014,0.011,0.007,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.002,0.003,0.002,0.002,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,02,NO,1,30,òaâÃéRåß,Wakayama-ken,30202,äCìÏés,Kainan-shi,30301050,â¡ñŒêÏè¨äwçZ,Kamogawashougakkou,1,0,6,ñ¢,640,363,8676,0.003,0.061,0.007,1,,,,,,,,,,,30,31,30,31,31,30,31,30,31,31,26,31,716,739,715,740,739,715,740,716,738,740,639,739,0.002,0.003,0.004,0.004,0.003,0.004,0.003,0.002,0.001,0.003,0.002,0.002,0.01,0.02,0.01,0.012,0.013,0.012,0.011,0.021,0.029,0.051,0.036,0.061,0.005,0.007,0.006,0.007,0.007,0.006,0.006,0.003,0.008,0.015,0.01,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
